Customer ID,recency,frequency,monetary,recency_score,monetary_score,frequency_score,RFM_SCORE,RF_SCORE,segment
12874.0,21,3,933.42,4,3,3,43,43,potential_loyalists
12875.0,107,3,1013.76,2,4,3,23,23,at_Risk
12876.0,30,3,1850.57,4,4,3,43,43,potential_loyalists
12877.0,37,8,1419.4,3,4,5,35,35,loyal_customers
12880.0,17,2,640.13,4,3,2,42,42,potential_loyalists
12887.0,19,1,222.4,4,1,1,41,41,promising
12889.0,17,6,365.6600000000001,4,2,4,44,44,loyal_customers
12890.0,23,1,336.79999999999995,4,2,1,41,41,promising
12891.0,94,9,488.5,2,2,5,25,25,cant_loose
12892.0,32,1,263.38,4,2,1,41,41,promising
12894.0,211,1,157.35,1,1,1,11,11,hibernating
12897.0,17,2,297.75,4,2,2,42,42,potential_loyalists
12898.0,99,2,310.96,2,2,2,22,22,hibernating
12899.0,49,1,366.4,3,2,1,31,31,about_to_sleep
12900.0,58,1,340.33000000000004,3,2,1,31,31,about_to_sleep
12903.0,64,1,833.5300000000001,3,3,1,31,31,about_to_sleep
12905.0,212,3,1011.8199999999999,1,4,3,13,13,at_Risk
12907.0,31,3,440.35999999999996,4,2,3,43,43,potential_loyalists
12908.0,16,3,1026.0,4,4,3,43,43,potential_loyalists
12909.0,58,5,905.94,3,3,4,34,34,loyal_customers
12910.0,15,6,2671.98,4,5,4,44,44,loyal_customers
12911.0,187,1,1680.4699999999998,1,4,1,11,11,hibernating
12913.0,4,9,4217.230000000001,5,5,5,55,55,champions
12914.0,36,1,223.98,3,1,1,31,31,about_to_sleep
12915.0,8,7,721.2,5,3,4,54,54,champions
12916.0,78,3,1647.8699999999997,2,4,3,23,23,at_Risk
12917.0,36,7,3735.5,3,5,4,34,34,loyal_customers
12920.0,207,3,323.86,1,2,3,13,13,at_Risk
12921.0,2,55,18249.71,5,5,5,55,55,champions
12923.0,26,2,612.9,4,3,2,42,42,potential_loyalists
12924.0,28,9,1493.2,4,4,5,45,45,loyal_customers
12925.0,228,1,35.28,1,1,1,11,11,hibernating
12926.0,47,4,1548.46,3,4,3,33,33,need_attention
12927.0,30,1,197.31,4,1,1,41,41,promising
12928.0,14,7,2242.19,5,5,4,54,54,champions
12931.0,16,51,37836.86,4,5,5,45,45,loyal_customers
12932.0,175,8,1698.56,1,4,5,15,15,cant_loose
12933.0,16,7,1021.0000000000001,4,4,4,44,44,loyal_customers
12934.0,372,1,181.65,1,1,1,11,11,hibernating
12935.0,10,11,2025.56,5,4,5,55,55,champions
12937.0,99,5,1593.34,2,4,4,24,24,at_Risk
12939.0,15,12,13683.0,4,5,5,45,45,loyal_customers
12941.0,360,1,377.49000000000007,1,2,1,11,11,hibernating
12942.0,1,1,258.75,5,2,1,51,51,new_customers
12943.0,29,3,492.75,4,2,3,43,43,potential_loyalists
12945.0,292,1,437.16,1,2,1,11,11,hibernating
12946.0,72,1,324.45,2,2,1,21,21,hibernating
12947.0,9,1,304.03999999999996,5,2,1,51,51,new_customers
12948.0,366,2,252.48000000000002,1,2,2,12,12,hibernating
12949.0,18,18,11247.98,4,5,5,45,45,loyal_customers
12951.0,10,12,2122.35,5,5,5,55,55,champions
12953.0,158,1,498.96,2,3,1,21,21,hibernating
12954.0,274,1,162.45,1,1,1,11,11,hibernating
12956.0,320,3,413.82,1,2,3,13,13,at_Risk
12957.0,177,9,4649.38,1,5,5,15,15,cant_loose
12958.0,36,2,539.49,3,3,2,32,32,about_to_sleep
12959.0,120,2,133.35,2,1,2,22,22,hibernating
12960.0,49,4,1322.0700000000004,3,4,3,33,33,need_attention
12961.0,15,1,211.99,4,1,1,41,41,promising
12963.0,1,6,1671.76,5,4,4,54,54,champions
12964.0,73,1,132.23999999999998,2,1,1,21,21,hibernating
12967.0,7,2,2646.0199999999995,5,5,2,52,52,potential_loyalists
12969.0,238,1,122.45,1,1,1,11,11,hibernating
12970.0,16,6,1072.73,4,4,4,44,44,loyal_customers
12971.0,2,34,4552.4800000000005,5,5,5,55,55,champions
12972.0,49,6,1115.95,3,4,4,34,34,loyal_customers
12973.0,49,1,385.55,3,2,1,31,31,about_to_sleep
12974.0,201,1,264.15,1,2,1,11,11,hibernating
12975.0,66,8,1993.9899999999998,3,4,5,35,35,loyal_customers
12976.0,14,7,2417.7800000000007,5,5,4,54,54,champions
12977.0,137,3,478.39,2,2,3,23,23,at_Risk
12978.0,21,6,2496.07,4,5,4,44,44,loyal_customers
12979.0,365,2,479.54,1,2,2,12,12,hibernating
12980.0,15,14,8817.33,4,5,5,45,45,loyal_customers
12982.0,24,15,2184.92,4,5,5,45,45,loyal_customers
12983.0,234,1,490.08000000000004,1,2,1,11,11,hibernating
12986.0,38,12,1991.5900000000001,3,4,5,35,35,loyal_customers
12987.0,56,3,753.51,3,3,3,33,33,need_attention
12989.0,60,20,5992.29,3,5,5,35,35,loyal_customers
12990.0,53,4,546.0,3,3,3,33,33,need_attention
12991.0,25,1,261.05999999999995,4,2,1,41,41,promising
12992.0,361,1,93.35000000000001,1,1,1,11,11,hibernating
12993.0,59,6,776.5000000000001,3,3,4,34,34,loyal_customers
12996.0,11,1,355.5,5,2,1,51,51,new_customers
12997.0,24,9,867.1700000000002,4,3,5,45,45,loyal_customers
12998.0,128,4,897.38,2,3,3,23,23,at_Risk
13000.0,206,2,430.15,1,2,2,12,12,hibernating
13001.0,40,22,14338.130000000001,3,5,5,35,35,loyal_customers
13002.0,52,2,293.18,3,2,2,32,32,about_to_sleep
13004.0,22,24,5530.5599999999995,4,5,5,45,45,loyal_customers
13005.0,63,3,466.08000000000004,3,2,3,33,33,need_attention
13007.0,215,1,175.25,1,1,1,11,11,hibernating
13008.0,33,5,364.81,4,2,4,44,44,loyal_customers
13009.0,308,1,234.0,1,1,1,11,11,hibernating
13010.0,10,2,330.12,5,2,2,52,52,potential_loyalists
13011.0,8,1,50.550000000000004,5,1,1,51,51,new_customers
13012.0,65,4,1279.56,3,4,3,33,33,need_attention
13013.0,7,18,7814.83,5,5,5,55,55,champions
13014.0,63,2,1855.3999999999999,3,4,2,32,32,about_to_sleep
13015.0,64,9,3119.4399999999996,3,5,5,35,35,loyal_customers
13018.0,37,8,2470.06,3,5,5,35,35,loyal_customers
13019.0,15,8,1212.9500000000003,4,4,5,45,45,loyal_customers
13020.0,184,5,606.96,1,3,4,14,14,at_Risk
13021.0,1,13,2201.98,5,5,5,55,55,champions
13022.0,65,1,65.3,3,1,1,31,31,about_to_sleep
13023.0,164,1,759.1300000000001,2,3,1,21,21,hibernating
13024.0,100,3,535.4200000000001,2,3,3,23,23,at_Risk
13025.0,367,1,323.39,1,2,1,11,11,hibernating
